CMDLINE C:\Users\anton\AppData\Local\Programs\Python\Python310\python.exe .\held_karp_algorithm.py
MEM 37.398438 1668775620.2636
MEM 37.414062 1668775620.3725
MEM 37.433594 1668775620.4806
MEM 37.453125 1668775620.5896
MEM 37.468750 1668775620.6989
MEM 37.488281 1668775620.8088
MEM 37.507812 1668775620.9173
MEM 37.570312 1668775621.0259
MEM 37.570312 1668775621.1336
MEM 37.570312 1668775621.2425
MEM 37.578125 1668775621.3508
MEM 37.597656 1668775621.4589
MEM 37.613281 1668775621.5666
MEM 37.632812 1668775621.6760
MEM 37.652344 1668775621.7849
MEM 37.667969 1668775621.8931
MEM 37.687500 1668775622.0016
MEM 37.703125 1668775622.1097
MEM 37.722656 1668775622.2180
MEM 37.742188 1668775622.3259
MEM 37.765625 1668775622.4348
MEM 37.785156 1668775622.5440
MEM 37.808594 1668775622.6528
MEM 37.824219 1668775622.7621
MEM 37.843750 1668775622.8701
MEM 37.863281 1668775622.9792
MEM 37.878906 1668775623.0874
MEM 37.898438 1668775623.1953
MEM 37.917969 1668775623.3034
MEM 37.937500 1668775623.4115
MEM 37.957031 1668775623.5205
MEM 37.976562 1668775623.6285
MEM 37.996094 1668775623.7372
MEM 38.015625 1668775623.8454
MEM 38.035156 1668775623.9542
MEM 38.054688 1668775624.0629
MEM 38.070312 1668775624.1701
MEM 38.132812 1668775624.2792
MEM 38.132812 1668775624.3880
MEM 38.132812 1668775624.4971
MEM 38.195312 1668775624.6055
MEM 38.195312 1668775624.7150
MEM 38.195312 1668775624.8239
MEM 38.203125 1668775624.9332
MEM 38.218750 1668775625.0414
MEM 38.238281 1668775625.1506
MEM 38.257812 1668775625.2595
MEM 38.273438 1668775625.3685
MEM 38.292969 1668775625.4784
MEM 38.312500 1668775625.5878
MEM 38.328125 1668775625.6965
MEM 38.347656 1668775625.8056
MEM 38.363281 1668775625.9134
MEM 38.382812 1668775626.0219
MEM 38.398438 1668775626.1300
MEM 38.414062 1668775626.2382
MEM 38.433594 1668775626.3472
MEM 38.449219 1668775626.4562
MEM 38.468750 1668775626.5650
MEM 38.480469 1668775626.6732
MEM 38.503906 1668775626.7814
MEM 38.515625 1668775626.8902
MEM 38.539062 1668775626.9987
MEM 38.558594 1668775627.1079
MEM 38.578125 1668775627.2174
MEM 38.597656 1668775627.3255
MEM 38.617188 1668775627.4348
MEM 38.695312 1668775627.5432
MEM 38.695312 1668775627.6513
MEM 38.695312 1668775627.7598
MEM 38.699219 1668775627.8693
MEM 38.718750 1668775627.9790
MEM 38.738281 1668775628.0877
MEM 38.757812 1668775628.1960
MEM 38.773438 1668775628.3039
MEM 38.789062 1668775628.4126
MEM 38.808594 1668775628.5212
MEM 38.824219 1668775628.6301
MEM 38.843750 1668775628.7374
MEM 38.863281 1668775628.8452
MEM 38.882812 1668775628.9546
MEM 38.902344 1668775629.0638
MEM 38.917969 1668775629.1723
MEM 38.933594 1668775629.2801
MEM 38.949219 1668775629.3889
MEM 38.968750 1668775629.4970
MEM 38.984375 1668775629.6062
MEM 39.000000 1668775629.7161
MEM 39.011719 1668775629.8249
MEM 39.027344 1668775629.9339
MEM 39.046875 1668775630.0427
MEM 39.066406 1668775630.1519
MEM 39.089844 1668775630.2595
MEM 39.109375 1668775630.3688
MEM 39.121094 1668775630.4765
MEM 39.195312 1668775630.5846
MEM 39.195312 1668775630.6937
MEM 39.195312 1668775630.8022
MEM 39.195312 1668775630.9112
MEM 39.289062 1668775631.0197
MEM 39.289062 1668775631.1277
MEM 39.289062 1668775631.2364
MEM 39.289062 1668775631.3453
MEM 39.300781 1668775631.4536
MEM 39.320312 1668775631.5624
MEM 39.335938 1668775631.6708
MEM 39.347656 1668775631.7793
MEM 39.363281 1668775631.8886
MEM 39.378906 1668775631.9965
MEM 39.398438 1668775632.1044
MEM 39.417969 1668775632.2126
MEM 39.437500 1668775632.3207
MEM 39.460938 1668775632.4287
MEM 39.472656 1668775632.5377
MEM 39.488281 1668775632.6462
MEM 39.507812 1668775632.7543
MEM 39.523438 1668775632.8633
MEM 39.539062 1668775632.9715
MEM 39.558594 1668775633.0799
MEM 39.574219 1668775633.1885
MEM 39.589844 1668775633.2963
MEM 39.605469 1668775633.4059
MEM 39.621094 1668775633.5140
MEM 39.640625 1668775633.6228
MEM 39.656250 1668775633.7311
MEM 39.726562 1668775633.8398
MEM 39.726562 1668775633.9484
MEM 39.726562 1668775634.0575
MEM 39.726562 1668775634.1659
MEM 39.789062 1668775634.2746
MEM 39.789062 1668775634.3836
MEM 39.789062 1668775634.4920
MEM 39.792969 1668775634.6012
MEM 39.808594 1668775634.7097
MEM 39.828125 1668775634.8167
MEM 39.843750 1668775634.9252
MEM 39.863281 1668775635.0340
MEM 39.878906 1668775635.1428
MEM 39.894531 1668775635.2511
MEM 39.910156 1668775635.3597
MEM 39.929688 1668775635.4685
MEM 39.945312 1668775635.5770
MEM 39.960938 1668775635.6861
MEM 39.980469 1668775635.7946
MEM 39.996094 1668775635.9037
MEM 40.011719 1668775636.0130
MEM 40.027344 1668775636.1217
MEM 40.039062 1668775636.2306
MEM 40.054688 1668775636.3394
MEM 40.070312 1668775636.4487
MEM 40.085938 1668775636.5577
MEM 40.101562 1668775636.6663
MEM 40.113281 1668775636.7753
MEM 40.128906 1668775636.8844
MEM 41.394531 1668775636.9928
MEM 41.414062 1668775637.1014
MEM 41.476562 1668775637.2098
MEM 41.476562 1668775637.3189
MEM 41.476562 1668775637.4289
MEM 41.476562 1668775637.5377
MEM 41.539062 1668775637.6461
MEM 41.539062 1668775637.7558
MEM 41.539062 1668775637.8646
MEM 41.539062 1668775637.9747
MEM 41.550781 1668775638.0834
MEM 41.558594 1668775638.1916
MEM 41.574219 1668775638.3015
MEM 41.589844 1668775638.4096
MEM 41.605469 1668775638.5169
MEM 41.625000 1668775638.6255
MEM 41.640625 1668775638.7338
MEM 41.656250 1668775638.8422
MEM 41.667969 1668775638.9506
MEM 41.683594 1668775639.0589
MEM 41.703125 1668775639.1669
MEM 41.718750 1668775639.2766
MEM 41.734375 1668775639.3849
MEM 41.750000 1668775639.4935
MEM 41.765625 1668775639.6016
MEM 41.773438 1668775639.7104
MEM 41.789062 1668775639.8186
MEM 41.804688 1668775639.9270
MEM 41.824219 1668775640.0351
MEM 41.843750 1668775640.1447
MEM 41.859375 1668775640.2544
MEM 41.878906 1668775640.3630
MEM 41.894531 1668775640.4712
MEM 41.906250 1668775640.5794
MEM 41.976562 1668775640.6890
MEM 41.976562 1668775640.7973
MEM 41.976562 1668775640.9059
MEM 41.976562 1668775641.0142
MEM 41.976562 1668775641.1233
MEM 41.988281 1668775641.2324
MEM 42.000000 1668775641.3413
MEM 42.015625 1668775641.4503
MEM 42.027344 1668775641.5576
MEM 42.042969 1668775641.6666
MEM 42.058594 1668775641.7759
MEM 42.070312 1668775641.8846
MEM 42.082031 1668775641.9929
MEM 42.097656 1668775642.1012
MEM 42.109375 1668775642.2105
MEM 42.125000 1668775642.3184
MEM 42.136719 1668775642.4265
MEM 42.148438 1668775642.5354
MEM 42.164062 1668775642.6439
MEM 42.171875 1668775642.7538
MEM 42.183594 1668775642.8621
MEM 42.195312 1668775642.9634
MEM 42.207031 1668775643.0722
MEM 42.218750 1668775643.1800
MEM 42.234375 1668775643.2885
MEM 42.242188 1668775643.3970
MEM 42.257812 1668775643.5056
MEM 42.269531 1668775643.6118
MEM 42.277344 1668775643.7184
MEM 42.289062 1668775643.8264
MEM 42.296875 1668775643.9345
MEM 42.308594 1668775644.0351
MEM 42.316406 1668775644.1447
MEM 42.328125 1668775644.2453
MEM 42.339844 1668775644.3543
MEM 42.347656 1668775644.4619
MEM 42.414062 1668775644.5708
MEM 42.414062 1668775644.6790
MEM 42.414062 1668775644.7884
MEM 42.414062 1668775644.8902
MEM 42.414062 1668775644.9974
MEM 42.414062 1668775645.1061
MEM 42.476562 1668775645.2144
MEM 42.476562 1668775645.3223
MEM 42.476562 1668775645.4314
MEM 42.476562 1668775645.5390
MEM 42.476562 1668775645.6467
MEM 42.539062 1668775645.7550
MEM 42.539062 1668775645.8620
MEM 42.539062 1668775645.9706
MEM 42.539062 1668775646.0777
MEM 42.539062 1668775646.1862
MEM 42.539062 1668775646.2953
MEM 42.601562 1668775646.4025
MEM 42.601562 1668775646.5105
MEM 42.601562 1668775646.6199
MEM 42.601562 1668775646.7330
MEM 42.601562 1668775646.8412
MEM 42.664062 1668775646.9488
MEM 42.664062 1668775647.0561
MEM 42.664062 1668775647.1645
MEM 42.664062 1668775647.2731
MEM 42.664062 1668775647.3817
MEM 42.664062 1668775647.4904
MEM 42.726562 1668775647.5996
MEM 42.726562 1668775647.7090
MEM 42.726562 1668775647.8185
MEM 42.726562 1668775647.9277
MEM 42.726562 1668775648.0365
MEM 42.789062 1668775648.1441
MEM 42.789062 1668775648.2522
MEM 42.789062 1668775648.3607
MEM 42.789062 1668775648.4692
MEM 42.789062 1668775648.5780
MEM 42.789062 1668775648.6853
MEM 42.851562 1668775648.7948
MEM 42.851562 1668775648.9035
MEM 42.851562 1668775649.0121
MEM 42.851562 1668775649.1203
MEM 42.851562 1668775649.2283
MEM 42.851562 1668775649.3371
MEM 42.851562 1668775649.4460
MEM 42.859375 1668775649.5542
MEM 42.871094 1668775649.6617
MEM 42.878906 1668775649.7708
MEM 42.906250 1668775649.8793
