CMDLINE C:\Users\anton\AppData\Local\Programs\Python\Python310\python.exe .\held_karp_algorithm.py
MEM 35.554688 1668775517.3646
MEM 35.617188 1668775517.4738
MEM 35.617188 1668775517.5830
MEM 35.617188 1668775517.6916
MEM 35.679688 1668775517.8004
MEM 35.679688 1668775517.9086
MEM 35.679688 1668775518.0183
MEM 35.687500 1668775518.1259
MEM 35.707031 1668775518.2348
MEM 35.722656 1668775518.3428
MEM 35.734375 1668775518.4505
MEM 35.746094 1668775518.5600
MEM 35.816406 1668775518.6691
MEM 35.816406 1668775518.7781
MEM 35.816406 1668775518.8878
MEM 35.816406 1668775518.9967
MEM 35.878906 1668775519.1070
MEM 35.878906 1668775519.2162
MEM 35.878906 1668775519.3244
MEM 35.882812 1668775519.4328
MEM 35.894531 1668775519.5420
MEM 35.910156 1668775519.6516
MEM 35.925781 1668775519.7615
MEM 35.945312 1668775519.8698
MEM 35.960938 1668775519.9788
MEM 35.976562 1668775520.0870
MEM 35.992188 1668775520.1958
MEM 36.007812 1668775520.3047
MEM 36.027344 1668775520.4143
MEM 36.046875 1668775520.5227
MEM 36.066406 1668775520.6323
MEM 36.085938 1668775520.7414
MEM 36.101562 1668775520.8494
MEM 36.121094 1668775520.9596
MEM 36.136719 1668775521.0691
MEM 36.152344 1668775521.1775
MEM 36.167969 1668775521.2871
MEM 36.183594 1668775521.3959
MEM 36.199219 1668775521.5057
MEM 36.214844 1668775521.6149
MEM 36.230469 1668775521.7234
MEM 36.246094 1668775521.8328
MEM 36.316406 1668775521.9418
MEM 36.316406 1668775522.0506
MEM 36.316406 1668775522.1592
MEM 36.316406 1668775522.2686
MEM 36.328125 1668775522.3775
MEM 36.347656 1668775522.4862
MEM 36.359375 1668775522.5938
MEM 36.375000 1668775522.7024
MEM 36.441406 1668775522.8122
MEM 36.441406 1668775522.9212
MEM 36.582031 1668775523.0303
MEM 36.582031 1668775523.1400
MEM 36.593750 1668775523.2477
MEM 36.601562 1668775523.3558
MEM 36.617188 1668775523.4646
MEM 36.632812 1668775523.5732
MEM 36.648438 1668775523.6817
MEM 36.660156 1668775523.7901
MEM 36.675781 1668775523.8985
MEM 36.691406 1668775524.0074
MEM 36.703125 1668775524.1165
MEM 36.718750 1668775524.2260
MEM 36.730469 1668775524.3339
MEM 36.746094 1668775524.4431
MEM 36.761719 1668775524.5519
MEM 36.777344 1668775524.6617
MEM 36.792969 1668775524.7694
MEM 36.800781 1668775524.8775
MEM 36.816406 1668775524.9857
MEM 36.832031 1668775525.0958
MEM 36.847656 1668775525.2056
MEM 36.863281 1668775525.3142
MEM 36.871094 1668775525.4223
MEM 36.886719 1668775525.5309
MEM 36.957031 1668775525.6394
MEM 36.957031 1668775525.7478
MEM 36.957031 1668775525.8558
MEM 36.957031 1668775525.9639
MEM 36.957031 1668775526.0724
MEM 36.968750 1668775526.1806
